season,date,game_id,home_elo,away_elo,elo_diff,home_off_rating_5,away_off_rating_5,home_def_rating_5,away_def_rating_5,home_rest,away_rest,home_b2b,away_b2b,home_travel_km,away_travel_km,injured_starters_home,injured_starters_away,vegas_spread,home_win
2016,2018-02-05 13:16:12,17,1536.87507840825,1501.0982892582401,35.77678915000979,107.33029773676869,115.95565483598779,112.94863089599318,110.89691831652806,0,1,1,0,70.45276389869426,2250.462854884009,2,0,-7.64203160474054,0
2016,2021-01-07 05:00:51,18,1404.1117399171,1643.5994017767714,-239.48766185967133,109.4477957554636,111.1388993095295,116.5204447994686,114.70992087502798,3,0,0,1,200.52823196652653,3325.0947940186343,1,2,-6.550065117820557,1
2020,2022-01-24 22:01:08,19,1587.8450301307273,1555.5240074279425,32.32102270278483,106.04713831943344,114.17196263292401,106.17021536821008,111.09437275373905,0,2,1,0,481.52981696250373,736.1951522293203,0,1,-0.6924511149323569,1
2018,2022-03-27 06:46:48,20,1495.0074089013747,1328.8526840269542,166.15472487442048,116.41706087045296,104.4852945637638,111.0102618403249,115.58500217357799,3,0,0,1,107.16379702863426,2565.4342208407065,0,0,13.67695700556217,1
2022,2018-07-13 10:16:32,21,1481.513763645474,1478.4755543423846,3.0382093030893884,108.1162442319684,98.80860961854445,110.7788168414778,104.01370988647169,2,3,0,0,87.37768148703162,3781.868553811998,0,0,-1.4762232275282936,1
2022,2017-03-22 15:58:48,22,1431.9070455596059,1678.2293792704713,-246.32233371086545,117.46767294108133,113.88773426782927,114.08979552521382,120.0209106007305,0,2,1,0,472.16863807953786,3987.426536456289,0,2,-4.905859616604927,1
2018,2016-11-15 09:46:45,23,1622.254133867403,1478.6203138150045,143.6338200523985,109.99685540114994,114.15591563019615,111.95650814995582,106.43758275888145,2,0,0,1,474.9615424051064,238.32505572302557,2,2,3.673238980721099,1
2014,2023-02-26 04:19:57,24,1484.5470517931199,1319.9521308265819,164.59492096653798,106.78324908191343,114.37751166575941,109.2705820809857,115.96866164864889,2,1,0,0,74.61842721495782,3895.75567501408,1,1,10.472934291590107,1
2024,2018-08-13 12:12:02,25,1457.1672177836892,1689.3048885422543,-232.13767075856504,109.86849205993099,109.37533742622661,118.24282890378703,110.63908002665522,0,0,1,1,384.7264307755995,664.3981055651252,2,0,-9.297168396175879,0
2017,2017-05-31 21:21:26,26,1464.786644951177,1568.2392509812794,-103.45260603010229,98.87916611249291,119.44861126105187,109.3037125918959,111.4208604981655,0,3,1,0,214.87125209288521,2240.4120433335765,0,0,-8.382660083070288,0
2019,2021-11-14 13:45:30,27,1553.230918555335,1492.99871411872,60.23220443661489,111.39615711662996,109.70061092131489,110.53951818489273,110.79449047014926,1,2,0,0,246.10785800246083,1136.2052752770705,2,0,0.6655837477420968,0
2024,2021-07-16 09:41:19,28,1536.5444064364078,1462.858226391793,73.68618004461473,111.14940404434921,114.10439509836185,104.04251182040188,113.27802292525746,0,3,1,0,249.3440732290731,2504.2859420973264,0,2,1.537316276119788,1
2021,2017-05-23 02:05:42,29,1541.2732611595989,1608.2351929791735,-66.9619318195746,116.12371373273984,114.97318112502039,108.43187061577052,114.28762271640447,2,1,0,0,484.1857805591718,340.70104846151116,2,2,1.79213980488756,0
2020,2016-06-13 20:00:20,30,1543.0821003007882,1445.8016599773807,97.28044032340745,102.5684753600831,120.59370079874556,114.58038038169525,117.29180755911534,2,0,0,1,92.3305571250443,1105.6641865566166,2,0,-1.8624015490678278,0
2017,2020-11-28 01:02:18,31,1714.164760087046,1614.825642451599,99.33911763544711,117.80933180431774,110.41485190105084,113.6030097817743,119.03974441298689,0,0,1,1,386.5318676264091,1342.1874061560948,0,2,2.7424916351374433,1
2023,2023-09-12 08:47:25,32,1459.3584983615385,1554.2195285724256,-94.86103021088707,116.10299647498827,108.73403546885423,114.99758495032881,113.65910773388352,0,1,1,0,2.837054179804177,3679.3072919027986,0,2,-2.0401233974359165,1
2016,2016-03-11 22:04:02,33,1448.7757270928462,1524.468192548735,-75.69246545588885,118.26021781849332,104.50927307792338,114.75491142972835,120.56837119584152,2,3,0,0,314.30505345440287,2417.7922780241565,1,2,3.3732343789849173,1
2019,2017-01-30 06:47:03,34,1418.6227271752123,1514.5514805335595,-95.9287533583472,111.73639311997931,119.76183503331237,122.43857018147577,112.46486271411239,1,1,0,0,326.3389883495298,2891.1969449669496,1,2,-7.039246267289144,1
2017,2023-10-25 20:15:13,35,1561.5979422575497,1482.5031963285821,79.09474592896754,117.06948417051377,114.1070545352427,108.26070586276545,117.38720181126462,1,3,0,0,376.8531047253439,2768.857696604867,1,1,4.163608583269405,1
2015,2021-11-21 06:13:05,36,1612.8972292720891,1604.5640120209266,8.333217251162523,104.64377982546547,114.2653055294715,103.90288128282606,114.14359836453073,1,1,0,0,462.9811814030627,1690.6956790768947,0,2,-0.8675578497188525,1
2017,2020-08-16 14:52:41,37,1488.6052542345126,1413.4657167898165,75.13953744469609,115.56523782602267,127.5835212066196,106.74723501964237,109.25397684287317,0,0,1,1,376.9175528278196,253.28006053592537,1,2,3.077204432455968,0
2016,2018-01-08 17:05:47,38,1415.9843523037473,1337.807487316979,78.17686498676835,108.14418618950027,113.6252237059315,108.48174082084205,112.90617077189921,3,1,0,0,366.0719929197544,606.6789004115635,1,2,5.037803701736999,1
2014,2019-04-25 01:02:21,39,1417.551878430876,1561.4440122892474,-143.89213385837138,103.74299083788532,105.48839297449985,107.12836531691545,114.51585938754563,3,0,0,1,126.89375816048748,1943.47224073406,1,1,-0.8488889907115892,0
2022,2016-08-04 11:40:24,40,1565.05927878247,1563.1238328067147,1.9354459757553286,106.37929740917819,111.02048212503512,112.46830423822428,111.83900934298697,2,2,0,0,496.41985458573976,3776.920159698021,1,0,-1.258572967163049,1
2021,2022-08-29 00:31:41,41,1574.3254171203441,1548.0241152511767,26.301301869167446,112.02765569314636,107.12608795575673,118.2632745277851,114.06428258998778,1,0,0,1,234.20440546196292,1145.2796682474564,1,1,-0.5575963105966175,1
2023,2019-08-21 07:47:21,42,1554.3154268305195,1540.772836961804,13.542589868715595,107.87850395891198,110.02065802708614,119.69829536484957,116.32681479663448,0,2,1,0,208.72505113961154,2853.611134550125,1,1,-5.194235878773588,1
2014,2022-07-08 22:17:40,43,1433.4490292711305,1467.9459621662452,-34.496932895114696,113.880367658479,109.98705198622696,114.52154250923302,111.88313429002054,1,1,0,0,250.93878663854673,3341.064203785156,1,1,-1.0279093437922,1
2019,2023-04-21 12:22:05,44,1523.216132306672,1578.7482704385525,-55.5321381318804,102.95881222497991,109.06487804466475,122.70636107727007,97.2805616565876,3,1,0,0,197.0282278768417,3645.784079894488,1,2,-5.344867570579026,1
2021,2015-09-12 11:16:49,45,1511.668580914073,1495.444187324546,16.224393589526926,101.3645122819207,105.03358747322301,110.2181347171679,120.39135075746685,0,2,1,0,296.81878561297725,1315.2483656292636,0,1,1.7163173193676768,0
2019,2023-02-26 06:14:59,46,1521.8688596729012,1451.2886439184822,70.58021575441899,118.86193717071788,119.96250816836148,103.83740478998787,110.51204284889836,3,2,0,0,174.81229489251322,3738.8760633308643,0,0,3.006354136657981,1
2014,2017-09-28 03:30:10,47,1587.142877794819,1468.81086877446,118.33200902035901,116.51900064700718,113.49424022219196,117.26589033944084,107.88359889583852,1,3,0,0,119.97242447229794,2510.332590045082,1,0,2.169210779436201,0
2018,2017-12-10 22:24:38,48,1522.3595548774683,1702.063969877583,-179.70441500011475,106.75351582043096,110.87263982649881,102.80702804125468,106.37944852173591,1,1,0,0,463.9974508978698,2131.945779647541,0,1,-2.0588901002936217,1
2015,2019-03-21 12:50:31,49,1567.8913563071894,1326.5023917954568,241.38896451173264,111.9850017826473,115.78818914757872,108.22498488650098,110.31777048833177,3,3,0,0,463.91423998540597,3157.892001071362,0,0,6.722253749403391,1
2014,2017-08-24 09:25:13,50,1506.757906948889,1549.9788104295799,-43.22090348069082,117.09753530100662,114.35533637424696,114.60056116211398,109.18626084341508,3,3,0,0,248.12270639034435,1107.1079307735677,0,0,-1.2117195695850174,1
2022,2018-01-25 07:44:02,51,1528.9119398689984,1332.0889572376282,196.82298263137022,114.09600304145303,113.37845366371023,111.4880925997561,108.31495268057654,3,3,0,0,481.0736719721517,3287.8048798556633,1,0,4.397863109985503,0
2015,2021-07-04 14:13:44,52,1563.1288225838541,1489.1766661677027,73.95215641615141,112.74111548091739,115.42499036383413,111.04523618564247,108.58936865077713,1,3,0,0,207.8585799221787,2669.8582388785985,1,1,-0.06199640900889508,1
2017,2017-11-03 14:10:24,53,1354.2844180144334,1456.6372514845812,-102.35283347014774,117.47577040656299,112.66967371879328,106.09604983589998,114.64871412029912,2,3,0,0,193.68943423330924,3237.591289612331,0,1,0.04029583624599342,1
2024,2020-09-03 00:12:16,54,1468.03287836427,1291.4971703320123,176.53570803225762,108.34643762399389,115.35110728495796,111.94598805283331,122.1518172050155,1,1,0,0,458.4530678570872,3451.744341187945,0,1,9.942831717319082,1
2024,2018-03-07 19:08:20,55,1452.9627345707204,1538.9037590433763,-85.94102447265595,112.15589224332314,115.76556150438887,117.01831244368896,116.10285799007451,0,2,1,0,316.45850151158686,2545.9202834903704,1,0,-4.0527027226246135,1
2014,2017-12-01 22:39:39,56,1436.1122151756658,1461.9961937807805,-25.883978605114635,111.91075680853804,112.81359367516401,112.09983958268009,117.61299092377286,1,3,0,0,381.25868499844114,339.5934104321831,0,0,0.7959124042642798,0
2018,2016-02-18 16:41:40,57,1472.4857748773316,1290.0793657438755,182.406409133456,110.63618976164479,110.89802753251942,107.8488706017947,110.11294984276631,0,1,1,0,206.37191578201063,1331.4411085003287,2,2,3.6651548355209362,1
2017,2023-03-03 02:38:31,58,1649.4941311234395,1583.9568090774253,65.5373220460142,110.05097244289624,119.65198900726955,105.76230769701334,112.5233268277529,0,3,1,0,203.50083223800758,3536.475030854027,0,2,-1.4982301229297426,0
2020,2015-11-30 03:01:01,59,1413.4168884306757,1643.5006177988935,-230.08372936821775,112.36434118914245,109.61049230113284,107.95202708522211,114.13241202115144,2,2,0,0,41.65185243905023,2582.4347416506503,1,0,-4.936594234346658,1
2021,2020-02-23 06:06:46,60,1596.827835459148,1649.0124342296572,-52.18459877050918,112.17203747992764,113.95656800213673,113.9616687620718,108.70221053178615,2,1,0,0,483.37194230688664,3582.2141779581925,2,2,0.013154914335310242,0
2014,2017-04-14 16:57:16,61,1331.7130228384194,1535.895644065147,-204.18262122672763,106.75786178732737,114.06954205369533,113.71801131179855,109.87134964725442,1,3,0,0,113.97948342105302,1661.2083077872935,0,1,-5.310338225918615,0
2018,2024-05-18 12:54:01,62,1466.5114970014224,1504.6058138577116,-38.0943168562892,116.00897954950224,108.95221073868183,107.99746449702165,116.27275979166538,2,0,0,1,247.1335318169655,2117.9643320678333,1,0,-1.7816910631272518,0
2017,2015-06-07 11:46:58,63,1516.2753065105005,1632.8156620895797,-116.54035557907923,107.1180739611687,107.96088807344253,100.94620289008971,117.45146377550054,3,2,0,0,57.305135923035266,3477.851280249473,1,1,5.029055272441858,1
2024,2018-11-24 17:20:40,64,1558.622233135928,1668.2383585340099,-109.61612539808198,110.90883277726412,110.23073989565074,114.10006381836082,112.33705134757629,3,3,0,0,323.47680667718316,3095.7191594817787,1,0,-3.2714937832813176,0
2017,2019-09-21 09:11:46,65,1571.1226579792856,1613.3568702875625,-42.23421230827694,110.52359763639974,109.53891573412196,107.51146300512374,106.02421409610636,2,0,0,1,195.43772512388352,1634.5042988916214,2,1,1.650320957731358,1
2014,2024-05-13 15:43:05,66,1579.3347235199926,1405.84623977702,173.48848374297268,113.79051806329608,104.70934719180568,115.44531239507641,110.5220400839117,0,1,1,0,383.8309370462138,285.99508695752985,1,2,1.856346005563195,1
2020,2016-03-29 03:57:45,67,1465.1274927751563,1520.134485321492,-55.00699254633582,101.40448029891334,108.74252458740362,108.21945178936124,104.79334432747063,2,2,0,0,264.18932724398246,3545.2903399992797,1,2,-3.6768517999955614,1
2023,2022-11-13 11:01:08,68,1453.7648207335433,1543.9516144291429,-90.18679369559959,116.45454907464729,113.3311149231728,107.06049773165095,112.37601204917364,0,0,1,1,64.73965759246886,3188.156016634714,1,0,0.02788171672586337,0
2023,2015-05-29 12:56:18,69,1585.7975881257153,1319.038303108277,266.7592850174383,108.61504826193918,118.329717920743,112.76585953629792,113.2770155563571,0,3,1,0,5.370254297473009,1906.8111567225642,1,2,2.1125803053372927,1
2015,2017-07-29 09:37:52,70,1480.8695675118386,1546.9360659620775,-66.0664984502389,118.09981647388527,114.77195667586817,123.78849615013185,110.64644789481112,1,2,0,0,106.22434115015223,2275.7138511327075,0,1,-9.62145538490298,1
2022,2022-11-28 05:44:10,71,1372.4313676662077,1727.2991825979389,-354.8678149317311,109.60917537741923,99.00232750814881,115.74514995558286,113.20855611191602,1,1,0,0,362.1732474102278,976.3856651094078,2,0,-9.560972938224717,0
2016,2018-06-03 12:27:34,72,1386.671278599652,1563.993616580079,-177.32233798042716,111.75578207132995,115.20651857378664,112.68109649602926,114.0845061954192,0,1,1,0,414.25706380043175,1765.9841413763006,1,2,-6.528700826351799,0
2015,2020-06-22 12:48:43,73,1408.054771399839,1647.3413081441756,-239.28653674433667,121.56893020034212,109.20924107052141,113.79425768190484,113.28431021453562,0,0,1,1,170.66751782980722,820.1426226435246,0,2,-0.7259735940861223,0
2019,2018-07-25 16:52:07,74,1549.7160744053765,1518.2914730128705,31.42460139250602,110.61330895603166,114.26540037343881,103.24442069257202,105.99234853851536,3,0,0,1,267.96253561642726,1000.1643796451766,1,0,2.1420683757131873,1
2022,2023-07-04 03:52:50,75,1514.2425736070566,1492.6781676016178,21.56440600543874,118.1942494233673,111.92932370394686,106.38829814623722,110.73367837243653,2,2,0,0,120.006645229278,3416.2040746290245,0,0,2.595555783122121,1
2023,2015-08-25 00:41:54,76,1569.0485354067769,1538.1271390080976,30.921396398679235,112.1952254278228,111.03656186956586,99.4453556747643,114.04921489133135,2,3,0,0,440.2216204599804,1577.3950355570435,1,0,4.375501458198839,1
2020,2024-05-01 21:04:41,77,1457.2747353663465,1418.4173352015569,38.857400164789624,114.07709415146745,111.48882136018929,120.64936947288311,119.89355885652999,0,1,1,0,482.60357295459096,3295.948627120173,0,2,3.4992553111216598,1
2018,2017-01-11 01:45:33,78,1515.8539691076714,1403.622481276561,112.23148783111037,112.34979294705687,111.8878784586511,119.63693014577873,110.64037124880652,3,0,0,1,376.47001186346995,2000.8194833815576,0,0,2.542518887901135,1
2020,2017-04-18 22:59:43,79,1562.5590393967336,1626.6304557169365,-64.07141632020284,116.23925813150062,118.72202486045121,113.96409263107455,114.75420100224055,1,2,0,0,44.443360295915554,468.955548441933,0,0,-0.8716766420089628,0
2017,2022-07-04 16:18:08,80,1469.0653460279761,1637.2342342866518,-168.16888825867568,108.57234193573474,111.90169906457456,112.67557551542103,116.39075955961911,2,2,0,0,218.55929030945947,1573.8033167035644,2,0,-7.211368918547849,1
2015,2021-08-12 10:42:33,81,1545.677523755741,1400.8893684412649,144.78815531447617,107.07975738490407,117.427680665906,104.2420499875121,111.0168615081372,1,0,0,1,495.2528408749884,801.4391275218568,0,0,4.962065514812077,1
2018,2016-04-20 23:16:00,82,1433.8074058933348,1596.7998804553865,-162.9924745620517,108.80711904811488,116.69952932922828,110.90350019874654,117.7420387374367,0,2,1,0,114.69241465663238,2835.590375580102,2,1,-6.159009099731484,1
2015,2017-02-24 05:04:01,83,1463.6946153434928,1491.304002439398,-27.60938709590505,112.49855188162046,115.33522773791826,120.96195939201947,118.01086915715449,1,0,0,1,335.2358350877394,3663.2973779063836,1,2,1.604437856646292,1
2015,2021-07-22 04:37:18,84,1461.826210600167,1533.980857449043,-72.15464684887593,110.89590607224835,103.06690589935161,112.65707999097857,118.90192367030595,0,0,1,1,469.2817407138283,3099.687143630707,0,0,1.2867591777879945,1
2022,2019-08-25 01:18:41,85,1380.416035441096,1546.0218639435063,-165.6058285024103,115.55137438235589,117.58316328080804,109.17676766894051,114.29216084492766,3,1,0,0,386.60169413169365,3158.062912854974,2,2,-5.512564653631706,1
2023,2020-02-08 09:54:39,86,1548.6972480785582,1599.435046812432,-50.73779873387366,118.5236584991076,109.71049352932206,103.20964669998193,123.80068624828768,1,2,0,0,304.43007783213943,3475.0928774363124,2,2,0.1181975231315433,1
2022,2018-04-27 15:50:56,87,1453.0597659797277,1508.2718201863188,-55.21205420659112,107.12080831382495,115.57863640537386,118.90152863865403,108.92358443617829,3,2,0,0,253.35257944778127,3151.325672971276,0,2,-4.019428061451566,1
2024,2021-05-04 23:00:24,88,1501.2494118727686,1641.0161995301937,-139.76678765742508,108.33025604193034,107.13733583379793,111.64958099486172,122.6203879308947,3,2,0,0,464.4071811685166,2360.5783591454287,0,2,1.882311516529851,1
2019,2023-10-21 19:20:02,89,1548.074665890591,1530.9412839759925,17.13338191459843,104.81880290843573,106.07462978348372,103.21633073318586,115.84149744329217,0,0,1,1,197.36668355384768,2914.2498999480094,2,1,3.087264307245104,1
2021,2015-10-08 19:38:07,90,1544.6531176029944,1562.4184272469533,-17.76530964395897,122.15186495379552,121.881943684156,107.3786715896423,118.70193666513359,1,1,0,0,450.63449994227653,1780.6280648047723,0,0,2.2697439944674684,0
2016,2021-07-04 16:28:05,91,1566.5385108972787,1416.6737408462755,149.86477005100323,113.52334749560913,107.21508466580943,105.61230991320934,110.39981122729145,0,2,1,0,215.52646450378538,468.9943084154153,2,2,4.901042817373492,1
2018,2023-11-14 12:02:36,92,1490.1514515490576,1715.8659010704835,-225.71444952142588,114.3990116002579,117.73053319525874,111.34128237144014,116.22237351481881,0,2,1,0,378.27251187941397,2881.203222310192,0,1,-7.043315889023841,1
2015,2016-11-28 04:13:12,93,1457.6701687955847,1546.9824923204967,-89.31232352491202,105.29895807484476,112.5921016071826,113.03669484806409,119.13487081832182,3,0,0,1,457.85694963373834,2942.311663542544,2,1,-3.206545572071219,0
2020,2018-10-26 06:07:08,94,1492.0281789093601,1571.29974253451,-79.27156362514984,111.99415005496563,109.89939970819914,109.48391467860738,106.56320678138064,2,3,0,0,275.32145431410976,1050.1458436302214,2,1,-2.0829347805159815,0
2018,2020-04-09 13:05:21,95,1331.266556604197,1339.1814188788458,-7.91486227464884,114.54623992206542,111.77585557834897,115.8852329824344,111.18336859092291,1,0,0,1,154.939924167129,3824.977942536161,0,0,2.368871039045826,0
2020,2022-04-23 20:17:27,96,1355.2887527576913,1417.72979769209,-62.44104493439863,110.73621154732787,105.49452751734344,112.39401120236221,101.29373655884406,0,3,1,0,25.493359829337148,399.54344403007417,0,1,-5.455480487425261,0
2023,2021-06-12 14:38:50,97,1367.7300387645598,1623.7883687918732,-256.05833002731333,117.37852812413198,111.93122810195385,117.31156192636065,111.10833511575422,2,2,0,0,404.62998175238755,2996.6443834559573,0,2,-5.758919997201786,1
2014,2024-05-27 13:53:25,98,1400.2753172398518,1528.6891118292606,-128.41379458940878,123.55915562821414,106.5862984305202,110.21402960959641,107.91995903269957,2,0,0,1,311.0049603467086,3880.217876783837,2,1,-3.1497554422628538,0
2018,2020-03-06 05:00:28,99,1539.9774226723437,1308.6220265171073,231.35539615523635,107.26468586453024,110.02278102843007,127.22662796005572,110.91116156016632,0,1,1,0,131.5228239127479,1374.7691552599256,1,1,2.186045403841908,0
2018,2023-04-05 23:46:36,100,1409.452094463994,1603.8289928983818,-194.37689843438784,106.88956377011651,116.62649781984788,109.17755638263021,126.61821678802329,0,1,1,0,438.70582658079485,3667.3685888118453,1,0,-6.456812203782627,0
2022,2019-10-26 04:36:30,101,1462.183744596061,1445.6217195647278,16.562025031333178,107.61121967235712,113.27095338278829,107.48335004122065,120.589017533986,1,3,0,0,460.15138188790064,3340.457762275783,1,1,3.5045133211477935,1
2021,2017-10-14 16:06:59,102,1629.9228297786065,1641.1316985876713,-11.208868809064825,120.03099580008245,104.5891475055974,106.86849724952121,104.80276231649684,2,2,0,0,443.5830397564379,3027.615968030691,1,0,1.3416710936500706,1
2021,2021-04-27 06:19:53,103,1464.3736028938574,1491.2164321396301,-26.84282924577269,117.21177658514843,116.25744063456935,110.94529636722848,114.77869150799702,3,1,0,0,300.75894917809177,3824.4079576698755,0,1,3.4895903676582365,1
2023,2018-09-01 00:50:50,104,1573.7515568467086,1520.470668602053,53.28088824465567,111.32236091103175,111.96450119045429,103.40231954567108,115.9946554352962,1,3,0,0,488.2908035846467,2685.4168842719273,1,0,1.6061207470151846,1
2017,2021-02-27 10:25:10,105,1406.6382319990123,1617.895457859165,-211.25722586015263,112.18279832200437,109.28907365795331,113.47281421913905,110.31051456647705,0,0,1,1,437.402815600884,2080.546478989786,1,2,-10.36363320267697,0
2017,2021-01-26 05:00:26,106,1479.456244213237,1410.2507029145338,69.20554129870311,107.91728186901639,115.73338151954465,102.47348115217596,112.89153801579275,3,3,0,0,52.13020247282968,2767.587882847849,0,0,2.1454850399583325,1
2017,2015-06-20 12:24:59,107,1404.997794508942,1400.715319216606,4.282475292335903,116.45013578871593,111.16396581511499,112.80835462028615,113.37991103707499,1,3,0,0,490.5529879796722,1764.930411794262,1,0,0.09353404707490764,1
2023,2019-12-29 08:41:55,108,1466.0966924099437,1480.3501579601893,-14.253465550245664,110.10049087945723,106.17169330047143,105.24374127951823,105.2669431356907,2,1,0,0,274.4031863349254,1434.5712589689638,2,1,0.5644709279012967,1
2019,2014-11-17 23:37:42,109,1584.0308137457396,1582.7172799621221,1.3135337836174585,110.699617302725,121.23904855724803,110.09353296309953,106.84335322956926,0,0,1,1,460.0179517789859,512.5333751198043,1,1,-2.38661517355518,0
2022,2018-09-30 16:04:16,110,1327.2679576807652,1366.912274738651,-39.6443170578857,115.04394885764628,111.91356278554507,115.02270199566179,112.86148359220495,0,3,1,0,380.1707174163409,1636.4325979595037,1,2,-3.7084043827388298,1
2016,2021-02-25 00:28:16,111,1543.4423643545858,1333.1965400110903,210.24582434349554,111.06002530958389,111.59307397758892,123.52018841938177,112.49701263990883,0,3,1,0,323.7833376777093,3252.1412222456056,2,1,0.4486746893192256,0
2024,2021-02-11 23:54:26,112,1523.7735602332277,1582.3720927043792,-58.59853247115143,110.82517003251077,109.97447414134705,106.60999739609422,108.45718642291365,3,1,0,0,163.3361908281818,3792.65599537488,1,1,-2.4710666796989766,0
2019,2015-10-03 21:01:09,113,1440.5850044303206,1439.7021687432996,0.8828356870210428,112.05287602764538,117.89982869728794,111.24841275286803,108.02811930073078,0,0,1,1,13.515011792167076,3905.5765267775614,2,2,-5.780175484763639,0
2024,2023-08-12 22:06:13,114,1355.3942145611545,1460.7773987079718,-105.38318414681726,115.97677706896539,109.3756074592898,108.38120662612229,111.55110375164396,3,1,0,0,138.36812622104176,984.7983096480568,0,2,0.7797998158751525,1
2018,2021-12-10 00:00:26,115,1507.2129507713869,1314.3189598059835,192.89399096540342,120.23246537741916,104.27510070594198,107.65064838719603,116.43075476491637,3,0,0,1,342.91016143679775,2371.440695508624,2,2,11.54390777380538,1
2014,2017-10-06 19:19:51,116,1447.0507290936198,1432.1020685648018,14.948660528817982,114.92743116123042,108.60661169052011,108.42513335015228,111.61757114526564,2,2,0,0,431.55745343578997,2387.8430017965384,2,1,3.910782427028632,1
2016,2019-02-17 20:29:31,117,1523.2676211354703,1499.243270336885,24.024350798585374,116.01657111812133,118.63387300227396,116.1203323781847,120.11365415317825,3,2,0,0,1.173298557739788,868.9806693102802,2,2,-2.8680328705679745,1
2018,2015-12-31 21:13:39,118,1502.1852145523442,1593.0377857622893,-90.85257120994515,111.00072968949438,116.16066080728558,109.5597206788481,108.5208972616872,3,1,0,0,103.98688689341112,2410.1871705238686,2,0,-3.58329044500019,0
2015,2018-04-13 20:39:16,119,1660.1778891320914,1422.8769833765361,237.30090575555528,108.46101068415642,110.7249217367007,123.24656349135428,112.96554900727413,2,2,0,0,336.5338577010434,1578.4987932075928,1,2,9.453016595089668,1
